zip,density
1748,568.3332699
1749,1654.487068
1752,1845.058948
1754,1938.615001
1756,328.5135591
1757,1885.819892
1760,2213.625008
1770,260.4160081
1772,688.1609871
1773,375.3303965
1775,380.6388263
1776,728.5366558
1778,861.9805366
1801,3074.363838
1803,2093.621751
1810,1076.242342
1821,1829.430227
1824,1403.43662
1826,1426.382896
1827,193.1818182
1830,1821.785766
1832,1941.901408
1833,636.3141524
1834,727.0373706
1835,1751.632313
1840,9504.016064
1841,15288.11913
1843,7249.925794
1844,2126.513344
1845,1077.735964
1850,11203.67647
1851,9044.337927
1852,6765.192812
1854,7017.285206
1860,749.3497281
1862,1106.698409
1863,1924.458874
1864,1133.333333
1867,2411.030596
1876,1401.192629
1879,673.6384221
1880,3580.341633
1886,725.2453167
1887,1314.936977
1890,3545.34903
1901,6810.483871
1902,18784.43612
1904,4026.32161
1905,7092.977528
1906,2467.147881
1907,4620.223979
1908,3260.038241
1913,1327.81538
1915,2617.23978
1921,337.9606045
1922,324.155194
1923,1995.152617
1929,250.7872889
1930,1099.110449
1937,2068.493151
1938,432.9324395
1940,1147.895336
1944,556.5066638
1945,4516.18787
1949,667.979783
1950,2086.248203
1951,258.4816564
1952,537.717476
1960,3184.597112
1966,994.2791762
1969,334.7816145
1970,5069.552349
1982,547.3387381
1983,510.6936174
1984,636.4229765
1985,314.8464798
2019,890.0757534
2021,1147.044741
2025,770.456635
2026,2412.241312
2030,369.667306
2032,1805.982906
2035,849.7077791
2038,1188.12439
2043,1000
2045,3872.460497
2047,753.1380753
2048,1153.375454
2050,874.4798652
2052,834.8840439
2053,1104.738803
2054,656.3799701
2056,738.5163764
2061,501.695239
2062,2761.343889
2066,1043.067289
2067,771.2597036
2071,1759.793814
2072,1677.68595
2081,1030.803571
2090,1343.368518
2093,504.6991615
2108,27919.70803
2109,21672.41379
2110,9418.478261
2111,27344.44444
2113,69150
2114,26664.44444
2115,40114.24542
2116,32690.96672
2118,24177.0073
2119,15861.07635
2120,24446.05475
2121,14887.10602
2122,11537.59214
2124,15911.75491
2125,15616.79174
2126,12277.61768
2127,15718.73455
2128,8350.443208
2129,12159.02367
2130,10618.17636
2131,11506.94444
2132,5670.028503
2134,16216.44042
2135,16235.29412
2136,6206.535948
2138,13253.28467
2139,23330.55199
2140,15257.36568
2141,18551.40187
2142,11298.56115
2143,15887.23266
2144,22080.40665
2145,18222.77937
2148,11794.44995
2149,12127.84588
2150,15907.6087
2151,8837.93927
2152,8872.718053
2155,7071.367574
2163,26080.80808
2169,6136.99699
2170,9363.898224
2171,7223.083197
2176,5766.830519
2180,3561.555076
2184,2599.752709
2186,2075.39774
2188,3927.937618
2189,3806.27451
2190,2264.540601
2191,4178.359684
2199,20105.26316
2203,0
2210,2165.803109
2215,34150.3268
2301,4907.913785
2302,3682.902137
2322,1015.384615
2324,972.4337385
2330,307.6532385
2332,634.3836886
2333,801.5573247
2338,469.786915
2339,889.1665065
2341,678.7113916
2343,1533.466533
2346,335.5114131
2347,356.5141437
2351,1660.176075
2356,916.6119501
2357,2827.442827
2359,818.661891
2360,589.2127914
2364,676.9041111
2366,208.0253432
2367,192.176639
2368,3191.544264
2370,1696.149743
2375,630.697419
2379,451.4065662
2382,2087.752161
2420,2134.264885
2421,1760.609137
2445,7944.295044
2446,22774.66977
2451,3155.169292
2452,3849.148418
2453,8278.936839
2457,8950
2458,6059.440559
2459,3815.184815
2460,6504.464286
2461,4851.546392
2462,2937.618147
2464,5226.548673
2465,5220.68658
2466,4520.379676
2467,4616.37931
2468,3562.837838
2472,7941.949888
2474,8621.231979
2476,7894.937918
2478,5307.510222
2481,2879.120879
2482,2449.144487
2492,2092.054162
2493,669.3016345
2494,3236.357065
2532,890.2764136
2534,368.3289589
2535,48.28916058
2536,707.4527654
2537,520.2116227
2538,791.6941332
2539,151.7141045
2540,767.0990016
2542,37.07078926
2543,63.93475634
2553,918.699187
2554,251.7890002
2556,805.5340057
2557,623.3171409
2558,1754.271766
2559,670.9062003
2561,876.4227642
2562,889.4532417
2563,784.6538403
2564,53.74479889
2568,599.5203837
2571,526.6304894
2575,108.9956402
2576,384.4342038
2584,133.3333333
2601,1639.399581
2630,461.3466334
2631,440.4550626
2632,1467.486339
2633,514.2327552
2635,596.4531307
2637,361.4285714
2638,543.4672089
2639,1039.031442
2641,260.6565409
2642,355.7685379
2643,13.72756072
2644,1110.331275
2645,580.6044583
2646,556.6257057
2647,272.1518987
2648,787.0001078
2649,602.4863423
2650,586.4453665
2651,228.5714286
2652,146.9117279
2653,490.9060709
2655,538.8267729
2657,304.2084583
2659,541.544477
2660,812.2729632
2663,122.4345364
2664,1351.066897
2666,65.10969568
2667,138.4937463
2668,217.4316795
2669,318.4357542
2670,625.9578544
2671,507.9443893
2672,364.3724696
2673,841.2094513
2675,728.3499446
2702,245.6234369
2703,1625.63395
2713,10.28481013
2715,272.6796473
2717,268.3823529
2718,643.3059449
2719,1286.826105
2720,2786.036243
2721,6423.161495
2723,9246.712586
2724,9100.107643
2725,1108.723135
2726,2810.566311
2738,350.5500786
2739,348.3949052
2740,7579.067722
2743,559.2815671
2744,9217.660728
2745,2379.550736
2746,7250.47259
2747,469.7770675
2748,508.7594486
2760,1487.814378
2762,751.4776757
2763,2187.361419
2764,376.4394941
2766,684.2729757
2767,569.7845353
2769,247.3049555
2770,158.2905983
2771,746.1760383
2777,698.6283244
2779,388.2395688
2780,1484.275207
2790,292.6052798
2791,233.3965844
2802,4010.204082
2804,258.1699346
2806,1985.392575
2807,115.7234089
2808,301.5195278
2809,2337.03515
2812,225.4518072
2813,214.771543
2814,167.4372892
2815,66.63470757
2816,861.4941618
2817,122.0652606
2818,828.7652397
2822,109.3202147
2825,99.4948467
2826,316.6533227
2827,103.0409412
2828,1595.361358
2830,308.231896
2831,365.3846154
2832,206.5904506
2833,110.9695683
2835,572.0787468
2836,442.9967427
2837,170.1588539
2838,2377.622378
2839,439.5655188
2840,3227.077859
2841,2980.728051
2842,1268.021744
2852,730.1129925
2857,201.5091628
2858,986.1591696
2859,237.5462718
2860,8373.286402
2861,3.928170595
2863,16140.71607
2864,1265.911072
2865,1015.577257
2871,1007.806081
2872,36.65097512
2873,83.68945869
2874,386.3906106
2875,266.0311958
2876,3385.826772
2878,543.1265919
2879,544.9705725
2881,2169.618152
2882,1108.55803
2885,1736.154223
2886,1961.072027
2888,3357.841484
2889,3244.45211
2891,803.7156398
2892,182.083668
2893,3764.451785
2894,166.5513264
2895,5321.876211
2896,487.2661232
2898,146.8398268
2903,6012.269939
2904,5652.483635
2905,6729.722519
2906,8758.716446
2907,12469.33212
2908,11852.89465
2909,12594.73532
2910,6102.877071
2911,6277.307537
2912,31860.46512
2914,4496.008188
2915,3052.755194
2916,3185.518591
2917,645.0735915
2919,1225.888865
2920,4088.305749
2921,940.5006467
3031,324.4763718
3032,196.5320213
3033,252.2508852
3034,120.3723356
3036,184.2987629
3037,87.48392983
3038,924.4984161
3042,243.6596987
3043,50.22670669
3044,252.1291696
3045,380.2046825
3046,89.24699867
3047,66.9800235
3048,115.9233945
3049,242.0426282
3051,863.8272346
3052,553.0774898
3053,583.40639
3054,783.4496756
3055,606.911534
3057,149.2091913
3060,4491.585067
3062,2209.219565
3063,2001.234111
3064,3447.29828
3070,122.1122112
3071,156.0714831
3076,488.7078439
3077,345.2672379
3079,1163.842265
3082,56.53970032
3084,61.44849303
3086,138.1815486
3087,507.0506603
3101,3939.276486
3102,3482.97491
3103,3733.851981
3104,3939.6997
3106,366.9135802
3109,1400.407332
3110,645.7242051
3215,5.095304893
3216,56.35163
3217,188.9161889
3218,69.27406552
3220,240.38306
3221,45.48915526
3222,73.63338744
3223,46.79712144
3224,57.66312595
3225,127.0965726
3226,82.91886274
3227,14.33597322
3229,128.873824
3230,30.12947598
3231,91.9435594
3233,212.1771218
3234,133.0578272
3235,289.2763025
3237,61.67232133
3238,27.02702703
3240,32.15048346
3241,21.16555523
3242,109.8142513
3243,41.14836165
3244,98.34232658
3245,66.77427856
3246,797.6315395
3249,182.8205721
3251,11.03988841
3253,159.7072419
3254,68.03555526
3255,56.85991784
3256,57.72916001
3257,194.2446043
3258,120.3384968
3259,15.72783999
3260,33.12044543
3261,151.6807773
3262,21.62000773
3263,169.2586193
3264,202.7474616
3266,21.11892209
3268,41.65302246
3269,62.30176235
3273,52.86343612
3275,265.3596288
3276,210.5316404
3278,47.42473412
3279,18.10043668
3280,24.70466595
3281,149.2955832
3282,21.81642278
3284,25.80061983
3285,49.40805995
3287,49.31454684
3290,103.2383363
3291,215.4696133
3293,88.16276202
3301,666.5589661
3303,230.1079094
3304,268.2291667
3307,107.3801184
3431,425.0882798
3440,74.42014762
3441,100.8682329
3442,133.9622642
3443,66.78066781
3444,56.65823326
3445,34.54136466
3446,146.9556678
3447,69.16047973
3448,41.68808471
3449,55.18483918
3450,51.7167151
3451,190.3983561
3452,142.4357904
3455,88.71310709
3456,28.59675492
3457,37.07087848
3458,124.5453523
3461,161.6536301
3462,79.92631633
3464,22.27712828
3465,122.3401237
3466,87.18418641
3467,52.01479683
3470,57.62405257
3561,116.5400993
3570,95.21599091
3574,27.8807947
3575,4.463160926
3576,22.75842195
3579,0.187486803
3580,14.38538974
3581,21.48149133
3582,30.23583245
3583,21.9895912
3584,63.94659256
3585,31.14105575
3586,32.87062076
3588,11.51183102
3590,9.990503324
3592,3.478815684
3593,3.351716014
3595,17.39154102
3597,9.753084109
3598,53.23803967
3601,24.84116238
3602,45.75152132
3603,126.9885964
3604,141.3934426
3605,35.83454326
3607,20.68345324
3608,83.16814107
3609,957.3991031
3740,26.57448733
3741,54.73749935
3743,230.5541932
3745,40.74625157
3746,30.17602682
3748,110.8550411
3750,69.44444444
3751,191.6502301
3752,36.02722057
3753,109.5622672
3754,2263.157895
3755,291.9032714
3765,114.3701683
3766,281.9374941
3768,31.87458206
3770,105.9013743
3771,34.23848878
3773,84.94296331
3774,75.89268481
3777,27.30925468
3779,19.84475872
3780,25.21215103
3781,38.96571441
3782,139.4743074
3784,487.4150066
3785,40.18081366
3801,903.7186267
3809,92.16955627
3810,66.53688081
3811,606.1938959
3812,13.64916349
3813,33.79994592
3814,73.57912362
3816,47.1155502
3817,57.99737294
3818,44.82620573
3819,373.6235595
3820,1081.706878
3823,162.1698113
3824,653.9492495
3825,184.6300675
3826,868.4950774
3827,176.1547925
3830,125.1360174
3832,15.84627111
3833,431.723598
3835,182.3311301
3836,42.56109761
3837,75.35843628
3838,44.85143777
3839,441.0201913
3840,342.0295415
3841,586.3186152
3842,1204.474097
3844,181.7295981
3845,74.93383743
3846,12.29003876
3847,345.0704225
3848,306.408103
3849,63.42029449
3850,123.1788079
3851,153.146323
3852,82.85077951
3853,75.99091139
3854,1173.333333
3855,63.54788977
3856,236.7864693
3857,714.8186364
3858,464.5740816
3860,201.0707912
3861,216.9990979
3862,308.1688518
3864,49.10391152
3865,715.2660274
3867,694.6889328
3868,704.9397431
3869,348.2369535
3870,423.1841285
3871,326.1390887
3872,80.53364907
3873,429.1081223
3874,982.2048125
3875,59.43207763
3878,1183.939121
3882,38.12919681
3883,13.99041107
3884,81.81799418
3885,479.9391896
3886,55.39236257
3887,106.5809005
3890,71.42857143
3894,129.2475231
3901,192.4772884
3902,112.8406655
3903,313.7978073
3904,687.7678571
3905,270.8460134
3906,121.4901961
3907,218.6888454
3908,224.8577735
3909,283.2543122
3910,964.7058824
3911,718.3908046
4001,67.55666806
4002,111.3399876
4003,286.4583333
4005,483.2452972
4006,1280
4008,76.38362927
4009,90.94600798
4010,35.91265826
4011,433.9675134
4015,119.872824
4017,95.89426322
4019,98.61111111
4020,63.26659452
4021,282.1544577
4022,24.88565173
4024,38.3717261
4027,109.6505582
4029,52.48744865
4030,132.7880683
4032,227.0278058
4037,46.48286899
4038,323.6328434
4039,182.6324467
4040,50.49177135
4041,43.10874736
4042,133.7227463
4043,306.1802526
4046,168.8630578
4047,32.48793722
4048,104.5273914
4049,89.51900964
4050,161.6303584
4051,26.41405695
4055,121.9026193
4056,45.56737589
4057,1018.181818
4061,171.3457431
4062,362.3203832
4063,614.9253731
4064,1214.074512
4066,299.1120977
4068,47.57539356
4069,64.1025641
4071,129.4209618
4072,480.5012479
4073,432.9419945
4074,394.3827783
4076,69.20656211
4079,182.3105543
4083,452.9076169
4084,172.3785166
4085,148.0805903
4086,272.8797242
4087,111.1461288
4088,31.46991053
4090,166.3197697
4091,47.05335468
4092,1021.997899
4093,198.2431032
4095,43.87203416
4096,625.2995806
4097,168.3704716
4101,8691.72553
4102,2930.6847
4103,2998.236677
4105,380.8711087
4106,2061.328093
4107,619.5239738
4108,723.7615449
4109,72.09302326
4110,618.4971098
4210,388.7286406
4216,4.676687444
4217,18.12173076
4219,23.98097162
4220,39.24494611
4221,34.22586578
4222,100.522466
4224,40.93779879
4226,17.62196253
4227,139.5759717
4228,88.23529412
4231,6.927321827
4234,512.195122
4236,134.7750651
4237,33.81642512
4238,63.19453742
4239,100.2624889
4240,1071.602191
4250,354.6384835
4252,440.1944597
4253,55.68846358
4254,162.1883445
4255,21.19730408
4256,272.1620181
4257,114.8622595
4258,88.34649922
4259,111.0770801
4260,117.6071133
4261,2.122036199
4263,58.07450315
4265,129.9730992
4267,17.8313253
4268,110.0738501
4270,74.76825655
4271,370.1657459
4274,127.305218
4275,5.426291119
4276,85.21036354
4280,155.4045944
4281,126.0315818
4282,96.76167333
4284,67.28154192
4285,6.700400786
4286,839.2857143
4287,72.55868386
4289,74.82684697
4290,33.01553294
4292,21.39520188
4294,69.3046978
4330,222.7877939
4342,54.9060817
4343,51.65289256
4344,262.7548749
4345,161.6041074
4346,830.3655108
4347,400.9875702
4348,39.551852
4349,39.33824778
4350,96.37353163
4351,120.8915221
4352,43.25011926
4353,49.12850308
4354,37.84610074
4355,88.84636413
4357,111.8276032
4358,85.90657961
4359,540.3899721
4360,23.14527795
4363,74.31457431
4364,197.4438801
4401,448.0267425
4406,9.083145719
4408,1.487013975
4410,31.32284382
4411,35.04733269
4412,622.4235263
4413,3.814788143
4414,5.072242882
4415,174.4627054
4416,94.63318392
4417,5.925119303
4418,12.01696353
4419,76.48089346
4421,175.6687243
4422,34.74465514
4424,7.824904684
4426,30.55609503
4427,71.10160215
4428,52.85707085
4429,66.86417373
4430,191.4257228
4431,258.7859425
4434,50.22573363
4435,28.3180333
4438,45.67434678
4441,3.164840004
4442,1.241738434
4443,18.46648809
4444,127.7988587
4448,12.96054777
4449,39.91529059
4450,81.29308296
4451,3.456743987
4453,11.52026028
4454,1.39560284
4455,10.96655379
4456,94.84364604
4457,36.0841316
4459,9.594022663
4460,13.26738598
4461,69.57980146
4462,4.130124109
4463,19.41767438
4464,3.419162305
4468,79.83531503
4469,11211.61826
4471,6.342891067
4472,45.90514934
4473,427.1216683
4474,149.3737746
4475,17.26559273
4476,31.56970913
4478,0.796668112
4479,34.93665617
4481,18.04855999
4485,5.228787505
4487,4.385805278
4488,34.35267219
4489,975.2475248
4490,1.034118329
4491,10.81665765
4492,3.569738936
4493,29.45536771
4495,9.313927411
4496,105.7416268
4497,1.618762666
4530,376.1212711
4535,33.92019902
4537,123.6799714
4538,426.4916957
4539,71.49853085
4541,43.50190321
4543,178.2958199
4544,224.9844624
4547,81.67895632
4548,56.07275467
4551,48.95232311
4553,60.30565882
4554,165.9266184
4555,86.74762408
4556,69.10861506
4558,74.52213888
4562,77.53131341
4563,79.7504549
4564,56.33640553
4568,78.78299416
4570,7.326007326
4571,152.5743977
4572,70.98100646
4573,61.5252364
4574,39.8395863
4575,129.3759513
4576,118.2922052
4578,133.0701833
4579,87.58624622
4605,45.60136938
4606,29.83954209
4607,23.64709413
4609,123.6386021
4611,90.43973651
4612,107.3055201
4613,97.91332263
4614,42.83412779
4616,45.97188128
4617,31.8626488
4619,90.9355788
4622,5.490275369
4623,7.743110909
4624,32.235459
4625,22.25378788
4626,10.79504322
4627,76.23485555
4628,8.090968729
4629,47.15733803
4630,15.98426727
4631,364.5576554
4634,18.18233392
4635,13.73873874
4637,1.517620015
4640,81.62749558
4642,21.75451008
4643,47.79118351
4644,2600
4645,5.830205255
4646,89.18406072
4648,16.89238386
4649,48.04151909
4650,61.1183355
4652,27.57697893
4653,170.969993
4654,34.22870453
4655,52.25553376
4657,3.601833661
4658,55.80532068
4660,45.3773356
4662,180.2733653
4664,34.52507111
4666,18.6037652
4667,54.89644078
4668,17.27168985
4669,74.67057101
4671,20.43422733
4673,37.17225357
4674,57.08893607
4675,49.4044132
4676,45.31067799
4677,68.60290436
4679,128.7619325
4680,26.28704242
4681,106.3417618
4683,23.47629797
4684,39.65055581
4685,23.12460821
4686,1.006844778
4691,9.385774486
4693,35.93314763
4694,18.13131467
4730,42.5842031
4732,3.81253296
4733,4.196494693
4734,17.72342594
4735,12.72532277
4736,59.20224436
4739,4.937898817
4740,33.2446465
4741,0.897397547
4742,45.6099152
4743,34.39980578
4745,45.13410921
4746,12.74196172
4747,8.208749041
4750,33.20364819
4756,187.6648521
4757,22.21224692
4758,42.63190848
4760,7.92582623
4761,28.64414122
4762,15.13779924
4763,20.70972159
4764,1.005469143
4765,2.207771987
4766,10.56578983
4768,1.928110404
4769,127.9353723
4772,25.72151899
4773,18.53418442
4774,4.117756556
4776,10.81517164
4777,4.68306108
4779,4.191414971
4780,2.659478176
4781,11.45944176
4783,7.576161767
4785,24.56081843
4786,28.00403713
4787,13.51855073
4841,568.2579238
4843,262.3722213
4847,69.94535519
4848,39.6108895
4849,60.27289683
4851,32.2997416
4852,81.17647059
4853,31.13456464
4854,177.988059
4855,133.1887202
4856,153.8888119
4858,134.6863469
4859,109.118312
4860,89.20161471
4861,254.2744811
4862,55.26323887
4863,49.98283851
4864,102.233603
4901,333.058407
4910,52.56651299
4911,33.50956183
4912,17.58359759
4915,120.5558218
4917,71.73792617
4918,97.56779424
4920,6.729628437
4921,33.58846227
4922,29.92980381
4923,22.56765615
4924,55.2774808
4925,1.319238008
4926,477.0642202
4927,79.45661341
4928,56.79880097
4929,42.09414605
4930,79.56208436
4932,32.54429717
4933,698.9247312
4936,0.591670369
4937,127.5652224
4938,80.42080559
4939,29.33368728
4940,243.2989691
4941,27.28094229
4942,9.190590388
4943,48.26156042
4944,26.1356565
4945,1.345265251
4947,14.67221232
4949,35.11538462
4950,93.58134156
4951,22.48696947
4952,60.57093655
4953,109.6802691
4955,30.5641578
4956,20.03110092
4957,52.36662779
4958,35.58485549
4961,3.322963317
4962,1524.390244
4963,141.9215686
4964,2.380542031
4965,49.22647667
4966,8.42782485
4967,87.13923738
4969,45.84932337
4970,7.026431527
4971,44.76345694
4973,36.82982447
4974,91.33202742
4975,872.7272727
4976,99.44867894
4978,52.87188989
4979,24.26675181
4981,61.26335837
4982,11.80394214
4983,11.65901378
4984,22.17135105
4985,0.568686335
4986,31.07339532
4987,29.49345703
4988,42.86603861
4989,95.40732022
4992,1745.762712
5001,211.1219106
5031,21.85682775
5032,38.08380152
5033,94.8824343
5034,54.57746479
5035,19.97557845
5036,31.0758166
5037,53.82027871
5038,31.030829
5039,25.16949729
5040,44.30439281
5041,60.18361102
5042,25.41910004
5043,114.5196773
5045,34.00584173
5046,19.05128291
5048,88.24704814
5050,337.962963
5051,32.25336276
5052,134.155744
5053,38.02542664
5055,81.93645843
5056,13.24240372
5058,84.349098
5059,165.279879
5060,63.53797887
5061,64.87885931
5062,16.45646772
5065,33.05066319
5067,15.68579767
5068,60.72087827
5069,46.21149042
5070,35.36719035
5071,16.78495571
5072,20.08093457
5075,43.41212263
5076,14.28918253
5077,28.75943854
5079,20.00602921
5081,59.12071375
5083,209.7222222
5084,58.99705015
5086,32.41630217
5089,121.2999732
5091,49.02194656
5101,135.0180295
5141,113.3603239
5142,25.26847757
5143,45.78229428
5146,16.95221735
5148,42.31311707
5149,47.49579985
5150,347.4080268
5151,55.85527262
5152,11.00169446
5153,54.6800382
5154,249.4339623
5155,19.94123597
5156,152.847037
5158,91.90467847
5161,15.98471028
5201,159.5337845
5250,37.21458445
5251,38.67308353
5252,7.037189234
5253,52.17854966
5254,135.551142
5255,104.5514512
5257,214.0494566
5260,47.70318021
5261,85.32518932
5262,33.4427521
5301,112.2493243
5340,17.52693359
5341,30.97884001
5342,38.13336834
5343,20.33575056
5345,42.25492542
5346,75.44204322
5350,21.00308302
5352,20.85864723
5353,29.1716556
5354,113.6246787
5355,29.66611932
5356,32.43023203
5358,11.81448072
5359,20.08385177
5360,5.159619298
5361,31.16977158
5362,47.85229842
5363,31.48073149
5401,4758.568293
5403,1072.678495
5404,5070.028011
5405,18909.87124
5408,2396.682464
5439,9633.333333
5440,68.56319275
5441,30.10306687
5442,10.60402265
5443,58.68763997
5444,84.67124438
5445,90.98620907
5446,419.3856395
5447,259.0163934
5448,27.94893281
5450,41.86891672
5452,474.6081052
5454,93.83638244
5455,32.41393799
5456,53.30828637
5457,42.07102901
5458,124.8015631
5459,84.10704533
5461,110.3632608
5462,51.07930735
5463,59.73367153
5464,46.41402296
5465,122.9931785
5468,202.6176535
5471,17.34484494
5472,41.69098429
5473,74.75794931
5474,59.68485209
5476,49.91296985
5477,94.73842972
5478,238.9370287
5481,0
5482,293.8438929
5483,64.06411328
5485,505.4347826
5486,110.7465685
5487,33.29036846
5488,119.064208
5489,59.88679245
5491,68.5602237
5492,41.41868092
5494,51.65005408
5495,279.0857484
5602,146.7614203
5640,43.31450094
5641,317.456502
5647,38.76601094
5648,47.42684157
5649,36.76188036
5650,47.69792729
5651,89.98835856
5652,24.77017365
5653,17.10764997
5654,335.5240401
5655,84.51202263
5656,75.13708019
5657,400
5658,37.33489561
5660,41.77782252
5661,85.04585212
5663,123.5475456
5664,4705.882353
5667,47.89280502
5669,14.94789456
5672,59.42230609
5673,46.94510305
5674,42.70293285
5675,26.76864245
5676,49.08652189
5677,145.038664
5678,230.5516266
5679,82.93075684
5680,32.64765232
5681,17.94389594
5682,27.09551657
5701,357.2017309
5730,21.77989326
5732,72.0170888
5733,51.5910523
5734,29.61048383
5735,102.7256604
5736,114.2093839
5737,13.63353069
5738,21.4066057
5739,25.72823523
5740,892.8571429
5742,23.18356569
5743,43.79931216
5744,23.95936348
5747,5.53458125
5748,8.494634967
5751,17.40941096
5753,123.7949142
5757,33.98553981
5758,26.01108125
5759,101.4718134
5760,28.66990043
5761,26.28811777
5762,27.11220049
5763,95.52124626
5764,79.92405825
5765,228.1700835
5766,12.52326218
5767,20.03154574
5769,39.66079583
5770,27.49806352
5772,15.66206836
5773,30.24681743
5774,50.67097527
5775,49.24901186
5776,16.02046311
